Sample_ID,Accession,Continent,Country,Region,Strain,Latitude,Longitude,year_of_collection,Pot.Field,Host,avg_gw_coverage,num_het_pos,var_het_ratio,mating_type,Status_world,Status_ext_eur,Status_recent_ext_eur,excluded_reason,avrpm17_covg_ratio,AvrPm17_variant,avrpm17_cluster,pheno_amigo,pheno_pm3e2,fs_level_1,fs_level_2,fs_level_3,fs_level_4,fs_level_5,fs_level_6,fs_level_7,fs_level_8,fs_level_9,fs_level_10,anc1,anc2,anc3,anc4,anc5,anc6,anc7,anc8,anc9,wind_coord1,wind_coord2,wind_coord3,bio2,bio3,bio4,bio7,bio8,bio16,bio19,hurs_range,rsds_range,vpd_range,clt_mean,clt_range
JPN_MEK_2c,SRR11747802,Asia,Japan,Japan,tritici,42.883333,143.066667,2019,NA,NA,61.04,105566,2.512,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAZ_1a,SRR11548139,Asia,Kazakhstan,Kazakhstan,tritici,53.8666667,64.4525,2018,NA,NA,30.18,113093,2.266,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAZ_1b,SRR11548138,Asia,Kazakhstan,Kazakhstan,tritici,53.8666667,64.4525,2018,NA,NA,53.16,119197,2.342,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAZ_2,SRR11548137,Asia,Kazakhstan,Kazakhstan,tritici,53.8666667,64.4525,2018,NA,NA,79.93,123399,2.302,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1.5e-05,1e-05,0.999914,1.1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTKD062206,ERR13762823,Europe,Lithuania,Akademija Kėdainiai district,tritici,55.39,23.87,2022,Field,6n,30.97,102551,2.142,1_1_3,Included,Included,Included,NA,2.052,C,NA,NA,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-1318.74884533016,-222.34851296277,-202.619478781657,-0.843938714341584,-1.3106620990901,0.968627719240831,0.29378368272762,0.674638606079763,-0.105918859589761,-0.526027706329761,1.27006168076455,-0.0706485508292018,-0.657553665272865,1.29370717089632,1.09312013515142
LTKD062208,ERR13762825,Europe,Lithuania,Akademija Kėdainiai district,tritici,55.39,23.87,2022,Field,6n,37.48,93978,2.443,1_2_1,Included,Included,Included,NA,1.891,A/C,NA,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.87302,0.12691,1e-05,1e-05,-1318.74884533016,-222.34851296277,-202.619478781657,-0.843938714341584,-1.3106620990901,0.968627719240831,0.29378368272762,0.674638606079763,-0.105918859589761,-0.526027706329761,1.27006168076455,-0.0706485508292018,-0.657553665272865,1.29370717089632,1.09312013515142
LTKD062215,ERR13762822,Europe,Lithuania,Akademija Kėdainiai district,tritici,55.39,23.87,2022,Field,NA,31.54,98760,2.239,1_2_1,Included,Included,Included,NA,1.886,A,NA,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.954936,0.044994,1e-05,1e-05,-1318.74884533016,-222.348512962769,-202.619478781657,-0.843938714341584,-1.3106620990901,0.968627719240831,0.29378368272762,0.674638606079763,-0.105918859589761,-0.526027706329761,1.27006168076455,-0.0706485508292018,-0.657553665272865,1.29370717089632,1.09312013515142
LTKD062218,ERR13762827,Europe,Lithuania,Akademija Kėdainiai district,tritici,55.39,23.87,2022,Field,NA,34.92,93241,2.419,1_1_3,Included,Included,Included,NA,2.03,C,1,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,0.01174,0.984939,1e-05,0.003262,1e-05,-1318.74884533016,-222.348512962769,-202.619478781657,-0.843938714341584,-1.3106620990901,0.968627719240831,0.29378368272762,0.674638606079763,-0.105918859589761,-0.526027706329761,1.27006168076455,-0.0706485508292018,-0.657553665272865,1.29370717089632,1.09312013515142
LTKD062220,ERR13762829,Europe,Lithuania,Akademija Kėdainiai district,tritici,55.39,23.87,2022,Field,NA,30.68,88779,2.584,1_2_1,Included,Included,Included,NA,1.793,B/C,NA,NA,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.884778,0.115152,1e-05,1e-05,-1318.74884533016,-222.348512962769,-202.619478781657,-0.843938714341584,-1.3106620990901,0.968627719240831,0.29378368272762,0.674638606079763,-0.105918859589761,-0.526027706329761,1.27006168076455,-0.0706485508292018,-0.657553665272865,1.29370717089632,1.09312013515142
LVAI062204,ERR13762826,Europe,Latvia,Skrīveri Aizkraukle county,tritici,56.631035,25.118399,2022,Field,6n,40.98,98640,2.383,1_2_1,Included,Included,Included,NA,1.814,C,4,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,0.011711,0.900445,0.08609,1e-05,0.001704,-1474.44339555633,-259.225122786608,-247.081847011252,-0.928608683501263,-1.49977176220167,1.16389552967384,0.487057238470662,0.594707180761881,0.208724089315282,-0.105852967702681,1.4209032810619,0.0320007006450167,-0.710430482552966,1.32651152275428,1.24958975824021
LVAI062205,ERR13762833,Europe,Latvia,Skrīveri Aizkraukle county,tritici,56.631035,25.118399,2022,Field,6n,37.74,106588,2.246,1_2_1,Included,Included,Included,NA,2.117,C,1,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,0.001713,0.991599,0.006628,1e-05,1e-05,-1474.44339555633,-259.225122786608,-247.081847011252,-0.928608683501263,-1.49977176220167,1.16389552967384,0.487057238470662,0.594707180761881,0.208724089315282,-0.105852967702681,1.4209032810619,0.0320007006450167,-0.710430482552966,1.32651152275428,1.24958975824021
LVAI062232,ERR13762830,Europe,Latvia,Skrīveri Aizkraukle county,tritici,56.631035,25.118399,2022,Field,6n,33.57,94856,2.41,1_1_3,Included,Included,Included,NA,2.152,B,NA,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.902738,0.097192,1e-05,1e-05,-1474.44339555633,-259.225122786608,-247.081847011252,-0.928608683501263,-1.49977176220167,1.16389552967384,0.487057238470662,0.594707180761881,0.208724089315282,-0.105852967702681,1.4209032810619,0.0320007006450167,-0.710430482552966,1.32651152275428,1.24958975824021
LVAI062233,ERR13762834,Europe,Latvia,Skrīveri Aizkraukle county,tritici,56.631035,25.118399,2022,Field,6n,42.45,107861,2.144,1_1_3,Included,Included,Included,NA,2.146,C,NA,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,0.008668,0.989972,1e-05,0.0013,1e-05,-1474.44339555633,-259.225122786608,-247.081847011252,-0.928608683501263,-1.49977176220167,1.16389552967384,0.487057238470662,0.594707180761881,0.208724089315282,-0.105852967702681,1.4209032810619,0.0320007006450167,-0.710430482552966,1.32651152275428,1.24958975824021
LVAI062234,ERR13762832,Europe,Latvia,Skrīveri Aizkraukle county,tritici,56.631035,25.118399,2022,Field,6n,28.97,94228,2.296,1_1_3,Included,Included,Included,NA,1.971,C,4,NA,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,0.002618,0.997312,1e-05,1e-05,1e-05,-1474.44339555633,-259.225122786608,-247.081847011252,-0.928608683501263,-1.49977176220167,1.16389552967384,0.487057238470662,0.594707180761881,0.208724089315282,-0.105852967702681,1.4209032810619,0.0320007006450167,-0.710430482552966,1.32651152275428,1.24958975824021
LVAI062235,ERR13762835,Europe,Latvia,Skrīveri Aizkraukle county,tritici,56.631035,25.118399,2022,Field,6n,29.76,89968,2.456,1_1_3,Included,Included,Included,NA,1.748,C,1,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,0.019652,1e-05,1e-05,1e-05,0.000783,0.911812,0.058685,0.003593,0.005445,-1474.44339555633,-259.225122786608,-247.081847011252,-0.928608683501263,-1.49977176220167,1.16389552967384,0.487057238470662,0.594707180761881,0.208724089315282,-0.105852967702681,1.4209032810619,0.0320007006450167,-0.710430482552966,1.32651152275428,1.24958975824021
NCSU_EG_02_03,SRR19456438,Africa,Egypt,Sohag Governorate Sohag,tritici,26.559547,31.696991,2015/2016,NA,NA,14.75,NA,NA,NA,Excluded,Excluded,Excluded,coverage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_EG_02_05,SRR19456446,Africa,Egypt,Ash Sharqia Governorate Sharqia,tritici,30.6,31.57,2015/2016,NA,NA,21.04,96006,2.541,1_2_1,Included,Included,Included,NA,1.934,A/F,2,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG_ISR,EG_ISR,1e-05,1.6e-05,1e-05,1e-05,0.999914,1e-05,1e-05,1e-05,1e-05,2297.91120574105,-106.684003589257,-137.698045532615,1.90783528334798,2.61335937141225,-1.22585398212076,0.0521917380488174,0.274981479490332,-2.19244189618531,-1.72998993816505,-1.86442677341448,-0.532892978851472,0.179367442682042,-1.79699473658542,-0.666023782681713
NCSU_EG_02_12,SRR19456443,Africa,Egypt,Menia Governorate El Minia,tritici,28.08,30.76,2015/2016,NA,NA,23.85,96418,2.633,1_2_1,Included,Included,Included,NA,1.725,B,3,NA,NA,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,EG2,EG3,EG5,0.692394,0.105613,1e-05,1e-05,0.201934,1e-05,1e-05,1e-05,1e-05,2502.91866459039,-605.153018253489,47.7775069671176,1.82316531418831,1.84116198741068,-0.213928740203917,0.632012405277944,0.414861473796642,-2.35674350431662,-1.89852156409789,0.153833838564123,-1.52064992699962,2.07534289099343,-2.22433791484308,-0.957695313099642
NCSU_EG_02_19,SRR19456429,Africa,Egypt,Qena Governorate Qena,tritici,26.15,32.71,2015/2016,NA,NA,25.2,96653,2.602,1_1_3,Included,Included,Included,NA,1.491,C,3,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG1,EG1,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2731.66871928122,-768.705491566694,114.568318786462,2.71219999036494,2.17210361606085,0.245954327357929,1.40510662825011,1.59384999723546,-2.37070377167418,-1.90891049994307,1.09810225642556,-2.47483605076626,3.76487105269925,-2.34402946891939,-1.53496188371846
NCSU_EG_03_02,SRR19456427,Africa,Egypt,Qena Governorate Qena,tritici,26.15,32.71,2015/2016,NA,NA,26.89,103835,2.53,1_2_1,Included,Included,Included,NA,1.362,C,3,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG_ISR,EG_ISR,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2731.66871928122,-768.705491566694,114.568318786462,2.71219999036494,2.17210361606085,0.245954327357929,1.40510662825011,1.59384999723546,-2.37070377167418,-1.90891049994307,1.09810225642556,-2.47483605076626,3.76487105269925,-2.34402946891939,-1.53496188371846
NCSU_EG_03_05,SRR19456610,Africa,Egypt,Alexandria Governorate Alexandria,tritici,31.2,29.9,2015/2016,NA,NA,20.39,96885,2.603,1_1_3,Included,Included,Included,NA,1.802,B,2,NA,NA,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,EG2,EG2,EG4,0.277834,1e-05,1e-05,1e-05,0.722096,1e-05,1e-05,1e-05,1e-05,2173.96881117905,-84.4429956425378,-131.951215295437,-1.85997834425773,-0.711815646644784,-2.18485617261183,-2.65363804235377,0.314947192149284,-0.855477830018837,-0.651849262676882,-0.262488978256576,-0.0267482420226188,-1.00896945092866,-1.72340659593109,-0.225478241946299
NCSU_EG_03_06,SRR19456426,Africa,Egypt,Qena Governorate Qena,tritici,26.15,32.71,2015/2016,NA,NA,27.06,148588,1.587,1_2_1,Included,Included,Included,NA,1.516,B,NA,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG1,EG1,1.4e-05,1e-05,1e-05,1e-05,0.999916,1e-05,1e-05,1e-05,1e-05,2731.66871928122,-768.705491566694,114.568318786462,2.71219999036494,2.17210361606085,0.245954327357929,1.40510662825011,1.59384999723546,-2.37070377167418,-1.90891049994307,1.09810225642556,-2.47483605076626,3.76487105269925,-2.34402946891939,-1.53496188371846
NCSU_EG_03_07,SRR19456425,Africa,Egypt,Qena Governorate Qena,tritici,26.15,32.71,2015/2016,NA,NA,22.72,101334,2.505,1_1_3,Included,Included,Included,NA,1.921,B,2,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG1,EG1,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2731.66871928122,-768.705491566695,114.568318786462,2.71219999036494,2.17210361606085,0.245954327357929,1.40510662825011,1.59384999723546,-2.37070377167418,-1.90891049994307,1.09810225642556,-2.47483605076626,3.76487105269925,-2.34402946891939,-1.53496188371846
NCSU_EG_03_09,SRR19456405,Africa,Egypt,Gharbia Governorate Kaf relshiekh,tritici,31.108608,30.939134,2015/2016,NA,NA,13.71,NA,NA,NA,Excluded,Excluded,Excluded,coverage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_EG_03_24,SRR19456442,Africa,Egypt,Menia Governorate El Minia,tritici,28.08,30.76,2015/2016,NA,NA,19.57,90562,2.687,1_2_1,Excluded,Excluded,Excluded,clone_NCSU_EG_02_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_EG_04_02,SRR19456424,Africa,Egypt,Qena Governorate Qena,tritici,26.15,32.71,2015/2016,NA,NA,19.65,95456,2.567,1_1_3,Included,Included,Included,NA,1.76,B,2,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG1,EG1,EG3,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2731.66871928122,-768.705491566695,114.568318786462,2.71219999036494,2.17210361606085,0.245954327357929,1.40510662825011,1.59384999723546,-2.37070377167418,-1.90891049994307,1.09810225642556,-2.47483605076626,3.76487105269925,-2.34402946891939,-1.53496188371846
NCSU_EG_04_04,SRR19456437,Africa,Egypt,Sohag Governorate Sohag,tritici,26.55,31.69,2015/2016,NA,NA,17.53,89806,2.551,1_2_1,Included,Included,Included,NA,1.732,B,2,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG1,EG2,1e-05,0.003203,0.000909,0.027258,0.907589,0.049403,1e-05,0.002067,0.009551,2703.98250210973,-698.07236113587,101.046203084387,2.11951020624718,1.91995789954777,0.0789729754455923,0.970241127828267,0.674638606079763,-2.36962990495437,-1.91237347855812,1.04681611232446,-2.25275213562707,3.30694263510603,-2.31211172116571,-1.30861262313371
NCSU_EG_04_07,SRR19456608,Africa,Egypt,Gharbia Governorate Kaf relshiekh,tritici,31.1,30.93,2015/2016,NA,NA,19.11,94155,2.549,1_1_3,Included,Included,Included,NA,1.359,C,2,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG_ISR,EG_ISR,1e-05,1e-05,1e-05,1e-05,0.999918,1.2e-05,1e-05,1e-05,1e-05,2173.96881117905,-84.4429956425377,-131.951215295436,1.39981546838991,2.47152703014688,-1.47678224319121,-0.455151345776667,0.15508434151351,-1.8971285482369,-1.39638966491443,-1.62308021293872,-0.106801746316978,-0.382037617339705,-1.7287262205567,-0.410811193566025
NCSU_EG_04_14,SRR19456441,Africa,Egypt,Menia Governorate El Minia,tritici,28.08,30.76,2015/2016,NA,NA,17.3,94914,2.499,1_1_3,Included,Included,Included,NA,1.787,B,3,NA,NA,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,EG2,EG3,EG5,0.745555,0.093556,1e-05,1e-05,0.160829,1e-05,1e-05,1e-05,1e-05,2502.91866459039,-605.15301825349,47.7775069671184,1.82316531418831,1.84116198741068,-0.213928740203917,0.632012405277944,0.414861473796642,-2.35674350431662,-1.89852156409789,0.153833838564123,-1.52064992699962,2.07534289099343,-2.22433791484308,-0.957695313099642
NCSU_EG_04_15,SRR19456456,Africa,Egypt,Dakahlia Governorate Dakahlia,tritici,31.165766,31.492061,2015/2016,NA,NA,12.68,NA,NA,NA,Excluded,Excluded,Excluded,coverage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_EG_04_16,SRR19456423,Africa,Egypt,Qena Governorate Qena,tritici,26.15,32.71,2015/2016,NA,NA,24.18,101493,2.488,1_2_1,Included,Included,Included,NA,1.439,A,NA,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG1,EG2,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2731.66871928122,-768.705491566694,114.568318786462,2.71219999036494,2.17210361606085,0.245954327357929,1.40510662825011,1.59384999723546,-2.37070377167418,-1.90891049994307,1.09810225642556,-2.47483605076626,3.76487105269925,-2.34402946891939,-1.53496188371846
NCSU_EG_04_18,SRR19456597,Africa,Egypt,Gharbia Governorate Kaf relshiekh,tritici,31.1,30.93,2015/2016,NA,NA,16.28,92787,2.512,1_2_1,Included,Included,Included,NA,1.393,B,2,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG1,EG1,EG3,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2173.96881117905,-84.4429956425375,-131.951215295437,1.39981546838991,2.47152703014688,-1.47678224319121,-0.455151345776667,0.15508434151351,-1.8971285482369,-1.39638966491443,-1.62308021293872,-0.106801746316978,-0.382037617339705,-1.7287262205567,-0.410811193566025
NCSU_EG_05_10,SRR19456586,Africa,Egypt,Gharbia Governorate Kaf relshiekh,tritici,31.1,30.93,2015/2016,NA,NA,18.02,94437,2.559,1_2_1,Included,Included,Included,NA,1.978,B,2,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG1,EG1,EG3,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2173.96881117905,-84.4429956425374,-131.951215295437,1.39981546838991,2.47152703014688,-1.47678224319121,-0.455151345776667,0.15508434151351,-1.8971285482369,-1.39638966491443,-1.62308021293872,-0.106801746316978,-0.382037617339705,-1.7287262205567,-0.410811193566025
NCSU_EG_05_11,SRR19456440,Africa,Egypt,Menia Governorate El Minia,tritici,28.08,30.76,2015/2016,NA,NA,16.89,95329,2.494,1_1_3,Included,Included,Included,NA,1.894,C,NA,NA,NA,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,EG2,EG3,EG5,0.471856,0.026497,1e-05,1e-05,0.501587,1e-05,1e-05,1e-05,1e-05,2502.91866459039,-605.15301825349,47.7775069671185,1.82316531418831,1.84116198741068,-0.213928740203917,0.632012405277944,0.414861473796642,-2.35674350431662,-1.89852156409789,0.153833838564123,-1.52064992699962,2.07534289099343,-2.22433791484308,-0.957695313099642
NCSU_EG_05_12,SRR19456436,Africa,Egypt,Sohag Governorate Sohag,tritici,26.55,31.69,2015/2016,NA,NA,17.78,92785,2.558,1_1_3,Excluded,Excluded,Excluded,clone_NCSU_EG_03_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_EG_05_13,SRR19456609,Africa,Egypt,Alexandria Governorate Alexandria,tritici,31.2,29.9,2015/2016,NA,NA,19.69,123257,1.96,1_2_1,Included,Included,Included,NA,1.97,B,3,NA,NA,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,EG2,EG3,EG6,0.790581,1.1e-05,1e-05,1e-05,0.209349,1e-05,1e-05,1e-05,1e-05,2173.96881117905,-84.4429956425374,-131.951215295437,-1.85997834425773,-0.711815646644784,-2.18485617261183,-2.65363804235377,0.314947192149284,-0.855477830018837,-0.651849262676882,-0.262488978256576,-0.0267482420226188,-1.00896945092866,-1.72340659593109,-0.225478241946299
NCSU_EG_05_17,SRR19456422,Africa,Egypt,Qena Governorate Qena,tritici,26.15,32.71,2015/2016,NA,NA,20.04,97774,2.537,1_2_1,Included,Included,Included,NA,1.424,C,3,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG_ISR,EG_ISR,1.3e-05,1.9e-05,1e-05,1e-05,0.999908,1e-05,1e-05,1e-05,1e-05,2731.66871928122,-768.705491566694,114.568318786462,2.71219999036494,2.17210361606085,0.245954327357929,1.40510662825011,1.59384999723546,-2.37070377167418,-1.90891049994307,1.09810225642556,-2.47483605076626,3.76487105269925,-2.34402946891939,-1.53496188371846
NCSU_EG_05_18,SRR19456575,Africa,Egypt,Gharbia Governorate Kaf relshiekh,tritici,31.1,30.93,2015/2016,NA,NA,17.4,90585,2.583,1_2_1,Included,Included,Included,NA,1.777,B,2,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG1,EG1,EG3,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2173.96881117905,-84.4429956425373,-131.951215295437,1.39981546838991,2.47152703014688,-1.47678224319121,-0.455151345776667,0.15508434151351,-1.8971285482369,-1.39638966491443,-1.62308021293872,-0.106801746316978,-0.382037617339705,-1.7287262205567,-0.410811193566025
NCSU_EG_05_24,SRR19456541,Africa,Egypt,Dakahlia Governorate Dakahlia,tritici,31.16,31.49,2015/2016,NA,NA,22.03,97523,2.556,1_2_1,Included,Included,Included,NA,1.861,B,2,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG1,EG1,EG3,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2216.57315994774,-66.6863182771264,-140.80566808504,1.35748048381007,2.34545417189034,-1.48134457521067,-0.382673762373027,0.235015766831392,-1.97337308534358,-1.49335306613606,-1.72866933314686,-0.165550688984613,-0.298294906719066,-1.72429320003536,-0.486767321279027
NCSU_EG_06_18,SRR19456435,Africa,Egypt,Sohag Governorate Sohag,tritici,26.55,31.69,2015/2016,NA,NA,24.15,104557,2.435,1_2_1,Included,Included,Included,NA,1.852,A,NA,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG1,EG2,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2703.98250210973,-698.072361135869,101.046203084387,2.11951020624718,1.91995789954777,0.0789729754455923,0.970241127828267,0.674638606079763,-2.36962990495437,-1.91237347855812,1.04681611232446,-2.25275213562707,3.30694263510603,-2.31211172116571,-1.30861262313371
NCSU_EG_07_13,SRR19456434,Africa,Egypt,Sohag Governorate Sohag,tritici,26.559547,31.696991,2015/2016,NA,NA,14.88,NA,NA,NA,Excluded,Excluded,Excluded,coverage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_EG_07_15,SRR19456530,Africa,Egypt,Alexandria Governorate Alexandria,tritici,31.2,29.9,2015/2016,NA,NA,21.52,102740,2.475,1_1_3,Included,Included,Included,NA,1.43,B,3,NA,NA,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,EG2,EG2,EG4,0.319097,1e-05,1e-05,1e-05,0.680833,1e-05,1e-05,1e-05,1e-05,2173.96881117905,-84.4429956425372,-131.951215295437,-1.85997834425773,-0.711815646644784,-2.18485617261183,-2.65363804235377,0.314947192149284,-0.855477830018837,-0.651849262676882,-0.262488978256576,-0.0267482420226188,-1.00896945092866,-1.72340659593109,-0.225478241946299
NCSU_EG_07_16,SRR19456433,Africa,Egypt,Sohag Governorate Sohag,tritici,26.559547,31.696991,2015/2016,NA,NA,14.45,NA,NA,NA,Excluded,Excluded,Excluded,coverage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_EG_07_17,SRR19456445,Africa,Egypt,Ash Sharqia Governorate Sharqia,tritici,30.6,31.57,2015/2016,NA,NA,19.32,94266,2.536,1_2_1,Excluded,Excluded,Excluded,clone_NCSU_EG_02_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
